festival_id,name,description,address,lang
110,Festival du folklore pour enfants international.,No Description,Partizanska 5,3
111,International Folklore Festival 'City of Lorca',No Description,Eugenio Ubeda 3 Bajo,1
111,Festival Internacional de Folklore 'Ciudad de Lorca',No Description,Eugenio Ubeda 3 Bajo,2
111,Festival international du folklore 'City of Lorca',No Description,Eugenio Ubeda 3 Bajo,3
300,Hora of Ancestors” International Folklore Festival,"'Hora of Ancestors' is an international folklore festival which is part of the CIOFF Calendar and is organized every two years in Vaslui, Romania. Established more than two decades ago, the festival was revived in 2013, on its third edition, and has been gradually enriching ever since, bringing together traditional dance folk ensembles from all the continents, from Asia or Africa till South America, in an outstanding performance of the world's remarkable cultural diversity.","Str. Stefan cel Mare, Nr. 79, cam. 517, Vaslui",1
300,"Hora de los antepasados ​​""Festival Internacional de Folklore","'Hora of Ancestors' es un festival internacional del folklore que forma parte del calendario CIOFF y se organiza cada dos años en Vaslui, Rumania.Establecido hace más de dos décadas, el festival se revivió en 2013, en su tercera edición, y ha estado enriqueciendo gradualmente desde entonces, reúnen conjuntos de folk de baile tradicionales de todos los continentes, de Asia o África hasta América del Sur, en una actuación sobresaliente.de la notable diversidad cultural del mundo.","Str. Stefan cel Mare, Nr. 79, cam. 517, Vaslui",2
300,Festival du folklore international Hora des ancêtres,"«Hora of Ancestors» est un festival de folklore international qui fait partie du calendrier de Cioff et est organisé tous les deux ans à Vaslui, en Roumanie.Créé il y a plus de deux décennies, le festival a été relancé en 2013, sur sa troisième édition, et a progressivement enrichi depuis, réunissant les ensembles folkloriques traditionnels de tous les continents, d'Asie ou d'Afrique jusqu'à l'Amérique du Sud, dans une performance exceptionnellede la remarquable diversité culturelle du monde.","Str. Stefan cel Mare, Nr. 79, cam. 517, Vaslui",3
3,Folklore Regional Children's Meeting,"International Children's Meeting in Folklore.Argentine and foreign groups participate.Workshops and music work, dances and traditional games.",Isabel La Católica N° 78,1
3,Encuentro Regional Infantil de Folklore,"Encuentro Internacional de Niños en el Folklore. Participan grupos argentinos y extranjeros. Talleres y trabajos de música, danzas y juegos tradicionales.",Isabel La Católica N° 78,2
3,Réunion des enfants régionaux du folklore,"Réunion internationale pour enfants dans le folklore.Les groupes argentins et étrangers participent.Ateliers et travaux musicaux, danses et jeux traditionnels.",Isabel La Católica N° 78,3
4,World Folklore Festival of the City of Saint-Ghislain,www.festifolk.be,B.P  3,1
4,Festival del folklore mundial de la ciudad de Saint-Ghislain,www.festifolk.be,B.P  3,2
4,Festival Mondial de Folklore de la Ville de Saint-Ghislain,www.festifolk.be,B.P  3,3
6,World Dance Festival Hello! Schoten,www.helloschoten.be,Kasteeldreef 61,1
6,World Dance Festival ¡Hola!,www.helloschoten.be,Kasteeldreef 61,2
6,Festival de danse mondiale Bonjour!,www.helloschoten.be,Kasteeldreef 61,3
7,International Folkloric Harvest Festival De Pikkeling,"Harvest- and Folklore fest

Each year, during the last weekend of july, there is the harvest festival in the Faluintjes region.

Alternating each year in the municipals from Aalst (Baardegem, Herdersem, Meldert and Moorsel).

The festival is called ‘de Pikkeling’

The most important facets are the traditional dances and music from a diversity of countries, the international folklore, field activities and the gastronomy of the region.

This harvest festival brings the ode to joy for the harvest. The traditional methods of harvesting are shown each year. Typical food of the region is promoted and a lot of attention for the international folklore.
Websites:
Harvest- and Folklore Fest
www.de-pikkeling.be",No Address,1
7,Festival de cosecha folclórica internacional de pikkeling,"Festival de cosecha y folklore

Cada año, durante el último fin de semana de julio, está el Festival de la Cosecha en la región de Faluintjes.

Alternando cada año en los municipales de Aalst (Baardegem, Herdersem, Meldert y Moorsel).

El festival se llama ""de pikkeling""

Las facetas más importantes son los bailes y la música tradicionales de una diversidad de países, el folklore internacional, las actividades de campo y la gastronomía de la región.

Este festival de cosecha lleva la oda a la alegría de la cosecha.Los métodos tradicionales de cosecha se muestran cada año.Se promueve la comida típica de la región y mucha atención para el folklore internacional.
Sitios web:
Festival de cosecha y folklore
www.de-pikkeling.be",No Address,2
7,Festival international de la récolte folklorique de Pikkeling,"Fest de la récolte et du folklore

Chaque année, au cours du dernier week-end de juillet, il y a le Festival des récoltes dans la région Faluintjes.

En alternant chaque année dans les municipaux d'Aalst (Baardegem, Herdersem, Meldert et Moorsel).

Le festival s'appelle «De Pikkeling»

Les facettes les plus importantes sont les danses et la musique traditionnelles d'une diversité de pays, du folklore international, des activités sur le terrain et de la gastronomie de la région.

Ce festival de récolte apporte l'Ode à la joie pour la récolte.Les méthodes traditionnelles de récolte sont présentées chaque année.La nourriture typique de la région est promue et beaucoup d'attention pour le folklore international.
Sites Web:
Fest de la récolte et du folklore
www.de-pikkeling.be",No Address,3
8,World Festival Dance and Music Ka-Dans Torhout,www.ka-dans.be,Kloosterstraat,1
8,Danza y música del festival mundial Ka-Dans Torhout,www.ka-dans.be,Kloosterstraat,2
8,Festival du monde danse et musique ka-dans torhout,www.ka-dans.be,Kloosterstraat,3
10,World Namur Folklore Festival,www.festifolkjambes.be,"Rue de Dave, 15",1
10,Festival de folklore de Namur World,www.festifolkjambes.be,"Rue de Dave, 15",2
10,Festival Mondial de Folklore de Jambes-Namur,www.festifolkjambes.be,"Rue de Dave, 15",3
11,Bonheidsansfestival - IFF Bonheiden,"Our official website:
https://www.dekrekels.be/en/festival-int/",Jacques Morrensplein 2,1
11,Bonheidsansfestival - Iff Bonheiden,"Nuestro sitio web oficial:
https://www.dekrekels.be/en/festival-int/",Jacques Morrensplein 2,2
11,BonheidsSansfestival - IFF Bonheiden,"Notre site officiel:
https://www.dekrekels.be/en/festival-int/",Jacques Morrensplein 2,3
12,Many Tarnovo International Folklore Festival,"International Folklore Festival Veliko Tarnovo is a prestigious folklore event which became significant and traditional part of the cultural life of the ancient capital. A real long – expected holiday for habitants and guests of the city in the hot summer days.

The start was in 1998. From the beginning the Festival have the Status of “Festival of CIOFF (International Council of Organizers of Festivals for Folklore and Traditional Arts - Official Partner of UNESCO). It is one of the 270 recognized by CIOFF multiple festivals in the world. The Status of CIOFF, the perfect organization, the attractive program and the exceptional echo makes it one of the most prestigious events of that kind in Eastern Europe.

Every year, groups from all over the world cover thousands of kilometers to present the beauty and uniqueness of their folklore to the audience of Veliko Tarnovo; some of the best music and dance  folklore ensembles come to Bulgaria with one objective – to be part of the best folklore fiesta in the most beautiful Bulgarian city!

A real festival explosion of rhythm and colors!","1 Bulgaria sq., NATIONAL PALACE OF CULTURE, PRONO",1
12,Muchos festivales de folklore internacionales de Tarnovo,"El festival internacional del folklore Veliko Tarnovo es un prestigioso evento folklore que se convirtió en parte significativa y tradicional de la vida cultural de la capital antigua.Unas vacaciones muy largas y esperadas para habitantes e invitados de la ciudad en los calurosos días de verano.

El comienzo fue en 1998. Desde el principio, el festival tiene el estatus de ""Festival de Cioff (Consejo Internacional de Organizadores de Festivales para Folklore y Artes Tradicionales - Socio Oficial de la UNESCO).Es uno de los 270 reconocidos por Cioff múltiples festivales en el mundo.El estado de Cioff, la organización perfecta, el programa atractivo y el eco excepcional lo convierten en uno de los eventos más prestigiosos de ese tipo en Europa del Este.

Cada año, los grupos de todo el mundo cubren miles de kilómetros para presentar la belleza y la singularidad de su folklore a la audiencia de Veliko Tarnovo;Algunos de los mejores conjuntos de folklore de música y danza vienen a Bulgaria con un objetivo: ¡ser parte de la mejor fiesta del folklore en la ciudad búlgara más hermosa!

¡Una verdadera explosión del festival de ritmo y colores!","1 Bulgaria sq., NATIONAL PALACE OF CULTURE, PRONO",2
